Region,Country,Location,StationID,Date,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
Africa,Tunisia,Tunis,607150,07-02-2020,10.9,16.1,6,-,60,0,10,8.5,14.8,-,,,,
Africa,Tunisia,Tunis,607150,08-02-2020,10.9,18.4,3.6,-,67,0,9.5,5.4,11.1,-,,,,
Africa,Tunisia,Tunis,607150,09-02-2020,12.6,19.7,7,-,70,0,9.7,5.4,11.1,-,,,,
Africa,Tunisia,Tunis,607150,10-02-2020,14.7,23,7.5,-,61,0.25,9.7,12.6,25.9,-,,,,
Africa,Tunisia,Tunis,607150,11-02-2020,16.8,23.5,12,-,48,0,10,15.7,25.9,-,,,,
Africa,Tunisia,Tunis,607150,12-02-2020,15.6,21.5,7.5,-,59,0.25,10,12.2,24.1,-,,,,
Africa,Tunisia,Tunis,607150,13-02-2020,14.6,22.1,8,-,67,0,10,5.4,20.6,-,,,,
Africa,Tunisia,Tunis,607150,14-02-2020,15.6,20,12,-,71,0,9.8,17.2,35.2,48.2,,,,
Africa,Tunisia,Tunis,607150,15-02-2020,14.1,18.5,10,-,73,0,10,10.2,20.6,-,,,,
Africa,Tunisia,Tunis,607150,16-02-2020,12.1,18,6.8,-,75,0,10,5.6,14.8,-,,,,
Africa,Tunisia,Tunis,607150,17-02-2020,12.5,19.5,4.8,-,70,0,9.7,6.1,13,-,,,,
Africa,Tunisia,Tunis,607150,18-02-2020,13.2,18.6,6.5,-,74,0,9.7,14.4,25.9,-,,,,
Africa,Tunisia,Tunis,607150,19-02-2020,13.8,17.6,10.5,-,62,0,10,21.3,35.2,-,,,,
Africa,Tunisia,Tunis,607150,20-02-2020,14.2,18.2,11,-,66,0,10,17.6,27.8,38.9,,,,
Africa,Tunisia,Tunis,607150,21-02-2020,13.5,19.3,9,-,68,0,10,12.2,24.1,-,,,,
Africa,Tunisia,Tunis,607150,22-02-2020,14,18,11.6,-,68,0,10,13.7,22.2,-,,,,
Africa,Tunisia,Tunis,607150,23-02-2020,13.3,20.1,7.4,-,74,0,10,6.7,13,-,,,,
Africa,Tunisia,Tunis,607150,24-02-2020,15.1,22.3,9,-,52,0,9.8,11.7,22.2,-,,,,
Africa,Tunisia,Tunis,607150,25-02-2020,14.9,24.2,6.5,-,49,0,10,8,14.8,-,,,,
Africa,Tunisia,Tunis,607150,26-02-2020,15.7,20.6,8.6,-,59,0,10,16.7,29.4,44.6,,,,
Africa,Tunisia,Tunis,607150,27-02-2020,14.6,19,12,-,58,0,10,13,20.6,-,,,,
Africa,Tunisia,Tunis,607150,28-02-2020,15.8,22,10.4,-,55,0,10,16.3,31.7,44.6,,,,
Africa,Tunisia,Tunis,607150,29-02-2020,15.7,25.6,7,-,68,0,10,8.7,20.6,-,,,,
Africa,South Africa,Cape Town,688160,01-01-2020,21.1,25,18,-,68,0,10.8,30.7,44.6,61.1,,,,
Africa,South Africa,Cape Town,688160,02-01-2020,20.4,23,18,-,79,0,10,31.9,40.7,-,,,,
Africa,South Africa,Cape Town,688160,03-01-2020,20.6,24,18,-,74,0,10,28.2,35.2,-,,,,
Africa,South Africa,Cape Town,688160,04-01-2020,20.8,25.7,17,-,72,0,10.8,15.9,27.8,-,,,,
Africa,South Africa,Cape Town,688160,05-01-2020,19.8,23,17,-,76,0,10,16.7,29.4,37,,,,
Africa,South Africa,Cape Town,688160,06-01-2020,19.4,22.2,17,-,63,0,11.6,23.2,38.9,-,,,,
Africa,South Africa,Cape Town,688160,07-01-2020,23.1,29,18,-,63,0,10,13.3,31.7,-,,,,
Africa,South Africa,Cape Town,688160,08-01-2020,21.2,26,18,-,76,0,9.7,15.9,27.8,40.7,,,,
Africa,South Africa,Cape Town,688160,09-01-2020,20.3,26.3,17,-,69,0,10.5,22.4,33.5,-,,,,
Africa,South Africa,Cape Town,688160,10-01-2020,22.2,28,17,-,67,0,10,15.4,25.9,-,,,,
Africa,South Africa,Cape Town,688160,11-01-2020,20.9,27,15.6,-,78,0,12.4,15.4,29.4,-,,,,
Africa,South Africa,Cape Town,688160,12-01-2020,22.1,25,19,-,75,0,10.8,28.2,38.9,-,,,,
Africa,South Africa,Cape Town,688160,13-01-2020,23,29,19,-,76,0,10.5,21.3,35.2,-,,,,
Africa,South Africa,Cape Town,688160,14-01-2020,23.4,29,20,-,80,0,11.3,25.6,42.4,59.4,,,,
Africa,South Africa,Cape Town,688160,15-01-2020,24.8,29,20,-,72,0,10,28.2,42.4,-,,,,
Africa,South Africa,Cape Town,688160,16-01-2020,24.1,27,21,-,75,0,10,33.7,46.5,-,,,,
Africa,South Africa,Cape Town,688160,17-01-2020,22.4,25.9,18,-,69,0,10.8,42.8,55.4,74.1,,,,
Africa,South Africa,Cape Town,688160,18-01-2020,20.1,25,16,-,62,-,10.8,45.6,61.1,85.2,o,,,
Africa,South Africa,Cape Town,688160,19-01-2020,17.9,20.3,15.6,-,76,2.03,10.9,35.7,44.6,64.8,o,,,
Africa,South Africa,Cape Town,688160,20-01-2020,22.2,27,18,-,61,0,11.3,23,38.9,46.5,,,,
Africa,South Africa,Cape Town,688160,21-01-2020,22.6,28,16,-,64,0,11.3,12.6,25.9,-,,,,
Africa,South Africa,Cape Town,688160,22-01-2020,20.9,26,16,-,66,0,10,24.1,38.9,-,,,,
Africa,South Africa,Cape Town,688160,23-01-2020,23.7,30,17,-,48,0,12.4,18.1,33.5,-,,,,
Africa,South Africa,Cape Town,688160,24-01-2020,21.9,28,17,-,67,0,10,17.4,25.9,-,,,,
Africa,South Africa,Cape Town,688160,25-01-2020,19.2,24,16,-,81,0,10.6,19.6,37,-,,,,
Africa,South Africa,Cape Town,688160,26-01-2020,18,22.6,15,-,61,0,10.6,18.7,31.7,42.4,o,,,
Africa,South Africa,Cape Town,688160,27-01-2020,17.9,22.6,12,-,62,0,10.3,21.7,33.5,-,,,,
Africa,South Africa,Cape Town,688160,28-01-2020,20,25,14,-,71,0,10,14.4,27.8,-,,,,
Africa,South Africa,Cape Town,688160,29-01-2020,20.1,23,18,-,73,-,9.7,32.6,50,61.1,o,,,
Africa,South Africa,Cape Town,688160,30-01-2020,22.9,31,18,-,55,0,10,19.3,38.9,61.1,,,,
Africa,South Africa,Cape Town,688160,31-01-2020,20.1,25.3,16.8,-,81,0,9.8,29.3,50,59.4,,,,
Africa,South Africa,Cape Town,688160,01-02-2020,21.3,27,17.4,-,73,0,11.1,24.6,33.5,-,,,,
Africa,South Africa,Cape Town,688160,02-02-2020,22,30.6,16,-,75,0,9.5,15.9,25.9,27.8,,,,o
Africa,South Africa,Cape Town,688160,03-02-2020,21.8,28,18,-,82,0,6.6,17.8,31.7,-,,,,o
Africa,South Africa,Cape Town,688160,04-02-2020,22.4,28.7,18.9,1009.3,80,0,10.9,17,29.4,37,,,,o
Africa,South Africa,Cape Town,688160,05-02-2020,20.2,24.4,17,-,73,0,11.6,20.4,33.5,-,,,,
Africa,South Africa,Cape Town,688160,06-02-2020,20.1,23,18,-,62,0,10.5,36.1,50,64.8,,,,
Africa,South Africa,Cape Town,688160,07-02-2020,22.4,29,18,-,57,0,10,16.9,29.4,-,,,,
Africa,South Africa,Cape Town,688160,08-02-2020,22.2,29.8,17,-,62,0,11.1,16.3,25.9,-,,,,
Africa,South Africa,Cape Town,688160,09-02-2020,21,25,17,-,81,0,9.3,37.8,50,68.3,,,,
Africa,South Africa,Cape Town,688160,10-02-2020,21.9,27.2,19,-,72,0,12.1,28.7,40.7,-,,,,
Africa,South Africa,Cape Town,688160,11-02-2020,22,28.5,17.5,-,68,0,11.7,19.8,24.1,-,,,,
Africa,South Africa,Cape Town,688160,12-02-2020,20.7,27,15.3,-,74,0,10.3,15.7,27.8,-,,,,
Africa,South Africa,Cape Town,688160,13-02-2020,21.1,28,13.8,-,73,0,9.7,16.3,25.9,-,,,,
Africa,South Africa,Cape Town,688160,14-02-2020,20.4,24.3,18,1012.5,77,0,13.5,21.9,37,-,,,,o
Africa,South Africa,Cape Town,688160,15-02-2020,20.5,27,16.8,-,72,0,12.4,19.8,31.7,-,,,,
Africa,South Africa,Cape Town,688160,16-02-2020,21.1,27.4,16.8,-,74,0,10.8,29.8,55.4,-,,,,
Africa,South Africa,Cape Town,688160,17-02-2020,19.8,25.2,17.8,-,75,-,9.7,24.6,44.6,63,o,,,
Africa,South Africa,Cape Town,688160,18-02-2020,23.3,29,17,-,60,0,11.9,18.3,37,-,,,,
Africa,South Africa,Cape Town,688160,19-02-2020,22.4,29,18.5,-,71,-,10.5,19.8,31.7,-,o,,,
Africa,South Africa,Cape Town,688160,20-02-2020,20.7,24,18,-,76,-,9,32.2,42.4,57.6,o,,,o
Africa,South Africa,Cape Town,688160,21-02-2020,20.2,26,16,-,74,0,10,19.4,27.8,-,,,,
Africa,South Africa,Cape Town,688160,22-02-2020,20,23.1,15.9,-,78,-,12.1,20.7,40.7,-,o,,,
Africa,South Africa,Cape Town,688160,23-02-2020,21.7,29,15,-,48,0,10.6,24.1,38.9,-,,,,
Africa,South Africa,Cape Town,688160,24-02-2020,20.6,27,16,-,56,0,10,19.8,29.4,-,,,,
Africa,South Africa,Cape Town,688160,25-02-2020,23.8,36.7,14,-,46,0,11.1,11.3,24.1,27.8,,,,
Africa,South Africa,Cape Town,688160,26-02-2020,20.3,36.7,15.3,-,75,0,10.5,23.3,40.7,-,,,,
Africa,South Africa,Cape Town,688160,27-02-2020,19.2,22.7,17,-,66,0,11.6,39.6,51.9,63,,,,
Africa,South Africa,Cape Town,688160,28-02-2020,21.8,27,18,-,51,0,10,28.2,38.9,55.4,,,,
Africa,South Africa,Cape Town,688160,29-02-2020,21.6,30.1,17,-,47,0,10.8,17.2,25.9,-,,,,
Africa,South Africa,Johannesburg,683680,01-01-2020,19.2,26.8,17,-,79,0.25,19.5,12.4,20.6,-,,,o,
Africa,South Africa,Johannesburg,683680,02-01-2020,21.9,27.3,15,-,62,9.91,38.8,12.2,18.3,-,o,,o,
Africa,South Africa,Johannesburg,683680,03-01-2020,20.5,28.7,15.8,-,68,0,26.7,15.4,20.6,-,o,,o,
Africa,South Africa,Johannesburg,683680,04-01-2020,22.8,26.8,15.9,-,61,0,32,14.8,22.2,-,,,o,
Africa,South Africa,Johannesburg,683680,05-01-2020,22.8,27.5,15.1,-,56,0.51,46.7,14.8,25.9,-,,,,
Africa,South Africa,Johannesburg,683680,06-01-2020,21.6,28.7,16,-,63,-,28.6,13.5,22.2,-,o,,,
Africa,South Africa,Johannesburg,683680,07-01-2020,22.1,26.5,18.2,-,55,0,31.4,13,20.6,-,,,,
Africa,South Africa,Johannesburg,683680,08-01-2020,20.8,24.4,18.1,-,63,0,35.7,13.7,22.2,-,,,,
Africa,South Africa,Johannesburg,683680,09-01-2020,19.9,23.9,17,-,84,7.87,18.5,9.4,18.3,-,o,,o,
Africa,South Africa,Johannesburg,683680,10-01-2020,19.1,22,16.9,-,82,7.11,23.7,16.3,22.2,-,,,,
Africa,South Africa,Johannesburg,683680,11-01-2020,18.8,21.5,15.6,-,80,0,37.5,13,29.4,-,,,,
Africa,South Africa,Johannesburg,683680,12-01-2020,20.8,27.3,16.2,-,69,0.25,19.2,12.4,20.6,-,o,,,
Africa,South Africa,Johannesburg,683680,13-01-2020,21.3,26.3,17.1,-,66,0,17.2,11.1,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,14-01-2020,18.8,25.2,12.9,-,69,6.1,37.3,11.9,14.8,-,,,,
Africa,South Africa,Johannesburg,683680,15-01-2020,19.8,26.1,14.3,-,63,0,29.9,11.7,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,16-01-2020,20.2,25.8,14.2,-,54,0,33.8,13,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,17-01-2020,20.8,27,14.2,-,61,0,32,8.5,11.1,-,,,,
Africa,South Africa,Johannesburg,683680,18-01-2020,18.9,20.6,17.4,-,77,0.25,19.3,8.9,13,-,o,,,
Africa,South Africa,Johannesburg,683680,19-01-2020,18.9,24.6,16.3,-,80,6.1,19,19.1,25.9,-,,,,
Africa,South Africa,Johannesburg,683680,20-01-2020,18.2,23.1,13.5,-,73,0,21.7,14.8,25.9,-,,,,
Africa,South Africa,Johannesburg,683680,21-01-2020,17.8,25.9,14,-,82,1.02,17.5,10.7,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,22-01-2020,20.6,27.4,15.9,-,72,0.25,14.5,14.6,24.1,-,,,,
Africa,South Africa,Johannesburg,683680,23-01-2020,20.7,27.7,16.8,-,65,0,20.9,14.3,22.2,-,o,,o,
Africa,South Africa,Johannesburg,683680,24-01-2020,17.9,22.6,15,-,79,2.03,21.1,16.3,24.1,-,o,,,
Africa,South Africa,Johannesburg,683680,25-01-2020,18.2,22.8,14.5,-,77,0,31.4,17.2,27.8,-,o,,,
Africa,South Africa,Johannesburg,683680,26-01-2020,21.3,26.6,14.4,-,69,0.51,21.9,19.8,25.9,-,,,,
Africa,South Africa,Johannesburg,683680,27-01-2020,22.4,28.7,14.3,-,47,0,31.7,11.5,14.8,-,,,,
Africa,South Africa,Johannesburg,683680,28-01-2020,17.9,23,15,-,78,0,16.1,13.5,20.6,-,,,,
Africa,South Africa,Johannesburg,683680,29-01-2020,20.9,27.5,15.3,-,64,-,15.9,12.8,18.3,-,o,,,
Africa,South Africa,Johannesburg,683680,30-01-2020,20.1,28,15.6,-,65,0.51,14,14.3,24.1,-,o,,,
Africa,South Africa,Johannesburg,683680,31-01-2020,21.1,27.5,14.6,-,51,4.06,28.3,13,20.6,-,,,,
Africa,South Africa,Johannesburg,683680,01-02-2020,22.8,29.6,14.7,-,45,0,27.8,10.9,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,02-02-2020,22.3,29.5,15.8,-,48,0,33.3,11.7,18.3,-,,,,
Africa,South Africa,Johannesburg,683680,03-02-2020,21.3,28.1,14.6,-,45,8.89,28.2,10.9,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,04-02-2020,23.1,28.4,14.1,-,44,0,26.7,8.3,13,-,,,,
Africa,South Africa,Johannesburg,683680,05-02-2020,21.9,27.8,17,-,52,0,20,13.5,37,-,,,,
Africa,South Africa,Johannesburg,683680,06-02-2020,21,25.3,17.1,-,61,0,18.3,11.7,18.3,-,,,,
Africa,South Africa,Johannesburg,683680,07-02-2020,19.1,26.8,16,-,77,14.99,20,14.3,22.2,-,,,o,
Africa,South Africa,Johannesburg,683680,08-02-2020,16.7,17.8,14.3,-,95,27.94,7.7,13.5,20.6,-,o,,o,
Africa,South Africa,Johannesburg,683680,09-02-2020,18.7,25.8,14.6,-,82,24.89,25.7,12.2,20.6,-,o,,o,
Africa,South Africa,Johannesburg,683680,10-02-2020,19.1,25.2,15.5,-,78,23.88,19.2,17.2,22.2,-,,,,
Africa,South Africa,Johannesburg,683680,11-02-2020,16,21.7,13.1,-,82,0,24.9,22.2,25.9,-,,,,
Africa,South Africa,Johannesburg,683680,12-02-2020,16.3,21.7,11.8,-,77,0,26.7,14.3,20.6,-,,,,
Africa,South Africa,Johannesburg,683680,13-02-2020,19.3,26.2,15,-,73,0,25.7,10.9,16.5,-,,,o,
Africa,South Africa,Johannesburg,683680,14-02-2020,23.1,27.5,15.7,-,52,0,21.4,7.4,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,15-02-2020,21.3,27.5,15.7,-,54,0,21.4,11.1,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,16-02-2020,19.6,26,14.5,-,67,0,26.7,8,13,-,,,,
Africa,South Africa,Johannesburg,683680,17-02-2020,21.7,28,15.1,-,58,0,18.5,8.5,14.8,-,,,,
Africa,South Africa,Johannesburg,683680,18-02-2020,20.9,25.1,17.5,-,73,0,11.6,17.4,27.8,-,,,,
Africa,South Africa,Johannesburg,683680,19-02-2020,19.8,25.6,16.8,-,79,9.91,13.7,13.7,16.5,-,,,,
Africa,South Africa,Johannesburg,683680,20-02-2020,21.4,26,17.2,-,69,1.02,15,14.4,22.2,-,,,,
Africa,South Africa,Johannesburg,683680,21-02-2020,20.6,26.3,16.1,-,79,0,9.2,9.3,13,-,o,,o,
Africa,South Africa,Johannesburg,683680,22-02-2020,18.7,24.8,7.6,-,88,7.87,9.2,18.1,29.4,-,o,,o,
Africa,South Africa,Johannesburg,683680,23-02-2020,17.3,21.4,13.9,-,79,11.94,25.7,20.6,27.8,-,,,,
Africa,South Africa,Johannesburg,683680,24-02-2020,17.9,23.8,10.9,-,57,0,41.7,11.7,20.6,-,,,,
Africa,South Africa,Johannesburg,683680,25-02-2020,18.3,24.9,12.5,-,65,0,17.1,7.4,9.4,-,,,,
Africa,South Africa,Johannesburg,683680,26-02-2020,20.2,26.4,14.2,-,55,0,16.3,9.4,13,-,,,,
Africa,South Africa,Johannesburg,683680,27-02-2020,21.9,27.1,15.8,-,50,0,20,10.2,18.3,-,,,,
Africa,South Africa,Johannesburg,683680,28-02-2020,19,24.8,14.6,-,77,7.11,12.1,15.9,24.1,-,o,,o,
Africa,South Africa,Johannesburg,683680,29-02-2020,14.2,18.6,12,-,83,0.51,29.9,17,25.9,-,o,,,
Africa,Zimbabwe,Harare,677750,01-01-2020,24.8,30,14,-,55,0,11.1,12.6,18.3,-,,,,
Africa,Zimbabwe,Harare,677750,02-01-2020,23.8,30,15.5,-,55,0,10.9,8,13,-,,,,
Africa,Zimbabwe,Harare,677750,03-01-2020,26.6,32.6,15.6,-,39,0,13.7,13.5,20.6,-,,,,
Africa,Zimbabwe,Harare,677750,04-01-2020,23.8,31,16.2,-,59,0,11.9,12.2,20.6,-,,,,
Africa,Zimbabwe,Harare,677750,05-01-2020,26.4,33,14,-,41,0,12.2,12.6,25.9,57.6,,,,
Africa,Zimbabwe,Harare,677750,06-01-2020,25.1,31,17,-,53,0,11.7,11.7,18.3,-,,,,
Africa,Zimbabwe,Harare,677750,07-01-2020,24.4,29.7,18,-,60,0,13.4,12.2,20.6,-,,,o,
Africa,Zimbabwe,Harare,677750,08-01-2020,23.5,29,17.6,-,69,0,15,11.7,22.2,-,,,,
Africa,Zimbabwe,Harare,677750,09-01-2020,23.9,27,18,-,68,0,13.7,8.5,14.8,-,,,,
Africa,Zimbabwe,Harare,677750,10-01-2020,23.6,28,18,-,67,0,13.5,11.5,24.1,-,,,o,
Africa,Zimbabwe,Harare,677750,11-01-2020,20.3,24,17,-,86,0,11.4,10,25.9,-,,,,
Africa,Zimbabwe,Harare,677750,12-01-2020,19.6,26.7,17,-,90,-,14.2,7.6,22.2,-,o,,o,
Africa,Zimbabwe,Harare,677750,13-01-2020,20.6,27,15.9,-,79,-,13.8,10.7,22.2,-,o,,,
Africa,Zimbabwe,Harare,677750,14-01-2020,21.1,24.9,17.8,-,79,0,12.2,12.2,20.6,-,,,,
Africa,Zimbabwe,Harare,677750,15-01-2020,20.9,25,17,-,84,-,14.3,7.6,18.3,-,o,,o,
Africa,Zimbabwe,Harare,677750,16-01-2020,20.1,25.1,17.4,-,83,-,14.2,8.5,16.5,-,o,,,
Africa,Zimbabwe,Harare,677750,17-01-2020,21.5,28,15.8,-,77,0,12.2,9.1,24.1,-,,,,
Africa,Zimbabwe,Harare,677750,18-01-2020,22.7,27.2,20,-,77,0,11.7,12.2,18.3,-,,,,
Africa,Zimbabwe,Harare,677750,19-01-2020,21.7,24,19,-,81,0,11.3,13.3,25.9,-,,,,
Africa,Zimbabwe,Harare,677750,20-01-2020,21.3,24,18,-,78,-,11.7,16.9,20.6,-,o,,,
Africa,Zimbabwe,Harare,677750,21-01-2020,16.6,22,14,-,80,0,13.7,16.3,20.6,-,,,,
Africa,Zimbabwe,Harare,677750,22-01-2020,20.5,27.3,12,-,57,0,14.5,9.8,14.8,-,,,,
Africa,Zimbabwe,Harare,677750,23-01-2020,21.1,29,12.7,-,63,0,12.2,9.4,18.3,-,,,,
Africa,Zimbabwe,Harare,677750,24-01-2020,21.8,28,16,-,62,0,12.6,10,16.5,-,,,,
Africa,Zimbabwe,Harare,677750,25-01-2020,23.6,28,13.9,-,48,0,14.2,12.4,16.5,-,,,,
Africa,Zimbabwe,Harare,677750,26-01-2020,21.6,30,14,-,60,0,12.4,8.5,18.3,-,,,,
Africa,Zimbabwe,Harare,677750,27-01-2020,24.6,31.6,16,-,48,0,13.4,12.2,20.6,-,,,,
Africa,Zimbabwe,Harare,677750,28-01-2020,20.9,27.6,16,-,66,-,14,12.4,18.3,-,o,,,
Africa,Zimbabwe,Harare,677750,29-01-2020,22.2,28,15.7,-,71,-,11.4,13.5,22.2,-,o,,o,
Africa,Zimbabwe,Harare,677750,30-01-2020,20.2,25.4,16.9,-,80,-,10.9,9.4,18.3,-,o,,,
Africa,Zimbabwe,Harare,677750,31-01-2020,19.9,24.3,16,-,74,0,13,8.5,16.5,-,,,,
Africa,Zimbabwe,Harare,677750,01-02-2020,21.8,28,15,-,56,0,10,10.9,18.3,-,,,,
Africa,Zimbabwe,Harare,677750,02-02-2020,17.9,23,14.7,-,85,0,15.6,3.7,16.5,-,,,,
Africa,Zimbabwe,Harare,677750,03-02-2020,22.7,27,15,-,62,0,10,14.3,24.1,-,,,,
Africa,Zimbabwe,Harare,677750,04-02-2020,23.3,27,16.2,-,62,0,13,15.6,22.2,-,,,,
Africa,Zimbabwe,Harare,677750,05-02-2020,22.7,29,18,-,67,0,13.8,15.9,24.1,-,,,o,
Africa,Zimbabwe,Harare,677750,06-02-2020,21.2,27,15.4,-,72,0,12.4,16.1,29.4,44.6,,,,
Africa,Zimbabwe,Harare,677750,07-02-2020,22.7,28.4,17,-,72,0,13.7,18,33.5,42.4,,,,
Africa,Zimbabwe,Harare,677750,08-02-2020,20.9,24,18.8,-,77,-,11.6,19.8,27.8,-,o,,,
Africa,Zimbabwe,Harare,677750,09-02-2020,21.7,24,16.7,-,76,0,12.1,16.9,25.9,-,,,,
Africa,Zimbabwe,Harare,677750,10-02-2020,22.9,27,17.1,-,68,0,15.9,19.3,25.9,-,,,,
Africa,Zimbabwe,Harare,677750,11-02-2020,19.1,21.5,17.9,-,93,-,12.9,14.8,22.2,40.7,o,,,
Africa,Zimbabwe,Harare,677750,12-02-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Zimbabwe,Harare,677750,13-02-2020,19.8,24.2,16.4,-,83,-,13.8,14.6,22.2,-,o,,,
Africa,Zimbabwe,Harare,677750,14-02-2020,20.6,24,17,-,84,-,9.3,14.6,25.9,-,o,,,
Africa,Zimbabwe,Harare,677750,15-02-2020,20.2,24,18,-,90,-,12.6,6.7,22.2,-,o,,,
Africa,Zimbabwe,Harare,677750,16-02-2020,20.7,27.6,17,-,86,-,12.1,5.9,16.5,-,o,,o,
Africa,Zimbabwe,Harare,677750,17-02-2020,20.9,27.4,17.4,-,84,-,14.3,10.6,18.3,-,o,,o,
Africa,Zimbabwe,Harare,677750,18-02-2020,20.1,24,15.6,-,81,0,13.4,7.6,18.3,-,,,,
Africa,Zimbabwe,Harare,677750,19-02-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Zimbabwe,Harare,677750,20-02-2020,24.7,28,20,-,59,0,13,8.5,13,-,,,,
Africa,Zimbabwe,Harare,677750,21-02-2020,23.5,30.1,16.9,-,63,0,12.9,7.4,14.8,-,,,,
Africa,Zimbabwe,Harare,677750,22-02-2020,23.2,29,17.2,-,72,0,14.5,8.1,16.5,-,,,,
Africa,Zimbabwe,Harare,677750,23-02-2020,24.1,28,19.7,-,72,0,13,12.6,31.7,53.5,,,o,
Africa,Zimbabwe,Harare,677750,24-02-2020,17.4,20,16,-,91,-,11.6,10.4,18.3,-,o,,,
Africa,Zimbabwe,Harare,677750,25-02-2020,18.1,22,14,-,77,-,11.1,12.8,16.5,-,o,,,
Africa,Zimbabwe,Harare,677750,26-02-2020,19.9,26.8,13.8,-,66,0,14.6,9.3,13,-,,,,
Africa,Zimbabwe,Harare,677750,27-02-2020,19,26,13.6,-,72,0,15,12.2,20.6,-,,,,
Africa,Zimbabwe,Harare,677750,28-02-2020,22.5,29,15,-,62,0,11.7,8.3,11.1,-,,,,
Africa,Zimbabwe,Harare,677750,29-02-2020,20.5,25,16,-,70,0,12.4,16.1,24.1,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,01-01-2020,20.5,27,13,1014.8,57,0,7.9,9.3,14.8,-,,,,o
Asia,United Arab Emirates,Abu Dhabi,412170,02-01-2020,21.6,26.1,17,1017.8,76,0,7.9,9.4,14.8,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,03-01-2020,23,30,17,1017.9,54,0,8.7,10.6,16.5,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,04-01-2020,24.3,30,17.8,1014.7,36,0,10,14.1,22.2,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,05-01-2020,23.7,29,20.7,1012.4,54,0,8.9,19.6,31.7,44.6,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,06-01-2020,21.2,23,19,1016.7,58,0,10,17,27.8,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,07-01-2020,20.3,24,16.6,1018.1,55,0,10,11.3,22.2,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,08-01-2020,19.9,25.4,13.9,1016.7,50,0,10,7,13,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,09-01-2020,20.9,27,15.8,1014.9,55,-,9,13.7,24.1,-,o,,o,
Asia,United Arab Emirates,Abu Dhabi,412170,10-01-2020,20,22,17.4,1010.7,82,10.92,8,27.2,40.7,55.4,o,,o,
Asia,United Arab Emirates,Abu Dhabi,412170,11-01-2020,19.5,22.3,17,1011.3,65,44.96,8.5,22.2,29.4,-,o,,o,
Asia,United Arab Emirates,Abu Dhabi,412170,12-01-2020,17.7,20,14.6,1017.8,59,0.76,9.3,21.9,38.9,57.6,o,,o,
Asia,United Arab Emirates,Abu Dhabi,412170,13-01-2020,18.3,21.3,14,1018.5,64,1.02,10,14.6,24.1,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,14-01-2020,17.3,20,13.6,1017.7,57,-,9.7,17.4,44.6,-,o,,,
Asia,United Arab Emirates,Abu Dhabi,412170,15-01-2020,17.1,21,14,1020.8,58,0.25,10,16.5,25.9,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,16-01-2020,17.2,22,11.9,1022.6,55,0,10,12.2,22.2,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,17-01-2020,18.1,24,12.6,1020.4,56,0,10,12.6,22.2,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,18-01-2020,19.2,26,12.8,1017.9,56,0,9.8,9.6,14.8,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,19-01-2020,20.2,26,14,1017.3,47,0,10,10.9,18.3,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,20-01-2020,20.6,27,14.8,1016.8,59,0,10,15,27.8,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,21-01-2020,20,23,16,1016.7,50,0,10,10.7,20.6,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,22-01-2020,19.4,27,12.9,1016.7,57,0,9.8,11.1,16.5,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,23-01-2020,22,27,17,1016.2,64,0,8.2,23.2,29.4,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,24-01-2020,19.3,21,17,1018.8,70,0,10,13.3,24.1,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,25-01-2020,19.2,23,14.8,1018.9,60,0,10,8.9,20.6,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,26-01-2020,17.6,19,16,1019.6,56,0,8.2,26.1,35.2,-,,,,
Asia,United Arab Emirates,Abu Dhabi,412170,27-01-2020,18.8,21,17,1020.2,57,0.51,10,21.9,33.5,-,,,,
